filename,top_labels,top_scores
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_9216_10240.png,"[8, 1, 16]",[-0.68909955 -0.98081277 -1.14394396]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_24576_25600.png,"[8, 1, 16]",[-0.69314164 -0.91057589 -1.20058172]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_23552_24576.png,"[8, 1, 16]",[-0.65639875 -0.9339869  -1.17551327]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_5120_6144.png,"[8, 1, 12]",[-0.68507182 -0.95384344 -1.15508493]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_12288_13312.png,"[8, 1, 16]",[-0.69393508 -0.94584383 -1.18234134]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_27648_28672.png,"[8, 1, 16]",[-0.71751275 -0.90898437 -1.19416796]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_30720_31744.png,"[8, 1, 16]",[-0.65974717 -0.90738001 -1.18372657]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_5120_6144.png,"[8, 1, 16]",[-0.67667505 -0.95606629 -1.15690239]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_8192_9216.png,"[8, 1, 16]",[-0.70523734 -0.9746536  -1.14368207]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_28672_29696.png,"[8, 1, 16]",[-0.69038299 -0.96954416 -1.19906034]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_20480_21504.png,"[8, 1, 16]",[-0.64842767 -0.94695591 -1.18108415]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_6144_7168.png,"[8, 1, 16]",[-0.69355568 -0.97530898 -1.14016423]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_28672_29696.png,"[8, 1, 16]",[-0.65283467 -0.94144914 -1.17712804]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_25600_26624.png,"[8, 1, 16]",[-0.68552033 -0.91735685 -1.1735845 ]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_15360_16384.png,"[8, 1, 16]",[-0.6800806  -0.94348709 -1.18965262]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_25600_26624.png,"[8, 1, 16]",[-0.70832718 -0.89773947 -1.17325192]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_6144_7168.png,"[8, 1, 16]",[-0.6965681  -0.93451819 -1.15430332]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_9216_10240.png,"[8, 1, 16]",[-0.69639902 -0.95109695 -1.16748719]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_5120_6144.png,"[8, 1, 16]",[-0.69933572 -0.96022275 -1.11889646]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_28672_29696.png,"[8, 1, 16]",[-0.67073352 -0.95924256 -1.18454288]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_19456_20480.png,"[8, 1, 16]",[-0.70391108 -0.98854584 -1.19277368]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_22528_23552.png,"[8, 1, 16]",[-0.68191588 -0.980275   -1.19323561]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_13312_14336.png,"[8, 1, 16]",[-0.68601872 -0.96434944 -1.1766415 ]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_13312_14336.png,"[8, 1, 12]",[-0.68035834 -0.95832692 -1.17241673]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_31744_32768.png,"[8, 1, 16]",[-0.66603855 -0.90173749 -1.18638848]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_24576_25600.png,"[8, 1, 16]",[-0.67846337 -0.94461083 -1.19534992]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_18432_19456.png,"[8, 1, 12]",[-0.70156217 -0.95374919 -1.17616563]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_18432_19456.png,"[8, 1, 16]",[-0.66404541 -0.97548637 -1.18782248]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_10240_11264.png,"[8, 1, 16]",[-0.64814035 -0.99048077 -1.17432642]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_21504_22528.png,"[8, 1, 16]",[-0.65961427 -0.93561879 -1.18584735]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_17408_18432.png,"[8, 1, 16]",[-0.64522787 -0.97677196 -1.18523748]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_27648_28672.png,"[8, 1, 12]",[-0.69436521 -0.94659341 -1.20384898]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_29696_30720.png,"[8, 1, 16]",[-0.66089359 -0.97384401 -1.21937808]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_2048_3072.png,"[8, 1, 16]",[-0.69220922 -0.99027353 -1.14182693]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_8192_9216.png,"[8, 1, 16]",[-0.66644103 -0.95470654 -1.15549626]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_21504_22528.png,"[8, 1, 16]",[-0.69411716 -0.98118554 -1.21139758]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_5120_6144.png,"[8, 1, 16]",[-0.68668377 -0.97843393 -1.12698651]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_22528_23552.png,"[8, 1, 16]",[-0.71081854 -0.91474281 -1.20468704]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_30720_31744.png,"[8, 1, 16]",[-0.70191146 -0.96466954 -1.16979559]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_4096_5120.png,"[8, 1, 12]",[-0.68637114 -0.95027236 -1.15843442]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_6144_7168.png,"[8, 1, 16]",[-0.69847889 -0.96016082 -1.16265361]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_13312_14336.png,"[8, 1, 16]",[-0.6746014  -0.99367259 -1.17267658]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_4096_5120.png,"[8, 1, 16]",[-0.70499426 -0.94971001 -1.13517594]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_28672_29696.png,"[8, 1, 12]",[-0.69476674 -0.96716221 -1.16993636]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_3072_4096.png,"[8, 1, 16]",[-0.71256883 -0.96489887 -1.12977921]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_5120_6144.png,"[8, 1, 16]",[-0.69749982 -0.98742606 -1.12753052]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_5120_6144.png,"[8, 1, 16]",[-0.71631779 -0.94602842 -1.15848008]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_5120_6144.png,"[8, 1, 16]",[-0.72215279 -0.96651893 -1.15219945]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_20480_21504.png,"[8, 1, 16]",[-0.65242507 -0.97112661 -1.16496337]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_5120_6144.png,"[8, 1, 16]",[-0.71038166 -0.99390615 -1.12941378]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_15360_16384.png,"[8, 1, 16]",[-0.64650302 -0.99611068 -1.19927828]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_13312_14336.png,"[8, 1, 12]",[-0.6895808  -0.96551392 -1.17377077]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_13312_14336.png,"[8, 1, 16]",[-0.69647174 -0.99106388 -1.18981412]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_25600_26624.png,"[8, 1, 16]",[-0.66074385 -0.92003738 -1.1778098 ]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_11264_12288.png,"[8, 1, 16]",[-0.69852298 -0.99642444 -1.17003667]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_16384_17408.png,"[8, 1, 16]",[-0.70455988 -0.96954159 -1.19509286]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_23552_24576.png,"[8, 1, 16]",[-0.68323173 -0.89105012 -1.16653461]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_24576_25600.png,"[8, 1, 16]",[-0.68913407 -0.94273806 -1.20791767]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_6144_7168.png,"[8, 1, 12]",[-0.71091714 -0.94356987 -1.19948326]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_9216_10240.png,"[8, 1, 16]",[-0.64978586 -0.9842818  -1.16836923]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_33792_34816.png,"[8, 1, 16]",[-0.69912046 -0.95001192 -1.19517897]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_19456_20480.png,"[8, 1, 12]",[-0.71080909 -0.97200302 -1.17509809]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_33792_34816.png,"[8, 1, 16]",[-0.69656294 -0.95534288 -1.1788513 ]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_23552_24576.png,"[8, 1, 16]",[-0.68507761 -0.95471396 -1.19852016]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_11264_12288.png,"[8, 1, 16]",[-0.69639438 -0.9718019  -1.16586463]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_16384_17408.png,"[8, 1, 16]",[-0.6798923  -0.9690927  -1.17460381]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_11264_12288.png,"[8, 1, 16]",[-0.69804634 -0.96325506 -1.16700466]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_7168_8192.png,"[8, 1, 16]",[-0.71203515 -0.97799267 -1.17513738]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_26624_27648.png,"[8, 1, 16]",[-0.66724022 -0.90167101 -1.18704016]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_3072_4096.png,"[8, 1, 16]",[-0.6932687  -0.9710947  -1.14281894]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_12288_13312_32768_33792.png,"[8, 1, 16]",[-0.7063534  -0.95118417 -1.1938899 ]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_15360_16384.png,"[8, 1, 16]",[-0.64409233 -0.97690806 -1.18557938]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_7168_8192.png,"[8, 1, 16]",[-0.6858535  -0.96449208 -1.15607295]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_15360_16384.png,"[8, 1, 12]",[-0.68914293 -0.94825073 -1.16776738]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_31744_32768.png,"[8, 1, 16]",[-0.67562152 -0.92560827 -1.19072802]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_21504_22528.png,"[8, 1, 16]",[-0.69582214 -0.98054459 -1.20704878]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_18432_19456.png,"[8, 1, 12]",[-0.66640479 -0.95230245 -1.18698871]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_14336_15360.png,"[8, 1, 16]",[-0.72210322 -0.97892086 -1.18170701]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_9216_10240.png,"[8, 1, 16]",[-0.66632308 -0.96947277 -1.15505927]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_26624_27648.png,"[8, 1, 16]",[-0.69705664 -0.97460842 -1.19212989]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_19456_20480.png,"[8, 1, 16]",[-0.68087548 -1.00256308 -1.20219206]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_4096_5120.png,"[8, 1, 16]",[-0.69008549 -0.99045279 -1.12425288]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_15360_16384.png,"[8, 1, 16]",[-0.70828737 -0.95793352 -1.17230418]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_18432_19456.png,"[8, 1, 12]",[-0.65697565 -0.97123359 -1.1856398 ]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_15360_16384.png,"[8, 1, 12]",[-0.67597764 -0.96791381 -1.18152997]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_16384_17408.png,"[8, 1, 16]",[-0.71134726 -0.98431147 -1.19538262]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_12288_13312.png,"[8, 1, 12]",[-0.68941914 -0.92444597 -1.17292549]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_30720_31744.png,"[8, 1, 16]",[-0.69010783 -0.95171787 -1.18808174]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_23552_24576.png,"[8, 1, 16]",[-0.70899126 -0.94100217 -1.17586624]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_32768_33792.png,"[8, 1, 16]",[-0.69141797 -0.97135047 -1.20605227]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_31744_32768.png,"[8, 1, 16]",[-0.68569739 -0.92186707 -1.1785011 ]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_30720_31744.png,"[8, 1, 16]",[-0.6606978  -0.93725314 -1.19000012]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_25600_26624.png,"[8, 1, 16]",[-0.70476586 -0.94006151 -1.20133112]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_10240_11264.png,"[8, 1, 16]",[-0.65519606 -0.96844788 -1.17618848]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_11264_12288.png,"[8, 1, 16]",[-0.69292545 -0.98623263 -1.13827983]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_11264_12288.png,"[8, 1, 16]",[-0.66899051 -0.97739222 -1.1812005 ]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_13312_14336.png,"[8, 1, 16]",[-0.64701152 -0.95748791 -1.17013362]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_14336_15360.png,"[8, 1, 16]",[-0.64889412 -0.95410751 -1.18763578]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_9216_10240.png,"[8, 1, 16]",[-0.67683974 -0.95899938 -1.14864829]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_4096_5120.png,"[8, 1, 16]",[-0.7047603  -0.96204928 -1.14250523]
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_27648_28672.png,"[8, 1, 16]",[-0.66810371 -0.92799885 -1.18031675]
