filename,top_3_labels
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_17408_18432.png,"[('Commercial', 0.55), ('Park', 0.35), ('Airport', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_17408_18432.png,"[('Bridge', 0.6), ('Pond', 0.2), ('Forest', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_7168_8192.png,"[('Mountain', 0.45), ('Forest', 0.25), ('Pond', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_19456_20480.png,"[('River', 0.25), ('Beach', 0.2), ('Forest', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_22528_23552.png,"[('Commercial', 0.45), ('railwayStation', 0.35), ('Industrial', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_11264_12288.png,"[('Commercial', 0.6), ('Industrial', 0.15), ('Forest', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_32768_33792.png,"[('Industrial', 0.5), ('Commercial', 0.25), ('Park', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_31744_32768.png,"[('Industrial', 0.5), ('Commercial', 0.15), ('Pond', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_29696_30720.png,"[('Beach', 0.45), ('Desert', 0.3), ('Meadow', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_32768_33792.png,"[('Bridge', 0.25), ('Industrial', 0.15), ('Pond', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_9216_10240.png,"[('Beach', 0.4), ('Forest', 0.35), ('Mountain', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_24576_25600.png,"[('railwayStation', 0.5), ('Commercial', 0.15), ('Forest', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_9216_10240.png,"[('Forest', 0.55), ('Beach', 0.3), ('Meadow', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_24576_25600.png,"[('Farmland', 0.2), ('Desert', 0.15), ('Industrial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_23552_24576.png,"[('Pond', 0.3), ('River', 0.25), ('Farmland', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_5120_6144.png,"[('Park', 0.45), ('Commercial', 0.4), ('railwayStation', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_12288_13312.png,"[('railwayStation', 0.35), ('Commercial', 0.2), ('Industrial', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_27648_28672.png,"[('Pond', 0.3), ('Park', 0.25), ('Forest', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_30720_31744.png,"[('Desert', 0.35), ('River', 0.15), ('Farmland', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_5120_6144.png,"[('Forest', 0.45), ('Mountain', 0.25), ('Commercial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_8192_9216.png,"[('Forest', 0.75), ('Mountain', 0.2), ('Beach', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_28672_29696.png,"[('Industrial', 0.5), ('Commercial', 0.45), ('railwayStation', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_20480_21504.png,"[('Bridge', 0.45), ('Port', 0.3), ('Commercial', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_6144_7168.png,"[('Forest', 0.65), ('Meadow', 0.3), ('Beach', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_28672_29696.png,"[('River', 0.3), ('Bridge', 0.15), ('Park', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_25600_26624.png,"[('Industrial', 0.8), ('Commercial', 0.1), ('railwayStation', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_15360_16384.png,"[('Park', 0.6), ('Commercial', 0.3), ('Industrial', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_25600_26624.png,"[('Industrial', 0.4), ('Mountain', 0.15), ('River', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_6144_7168.png,"[('Pond', 0.25), ('Park', 0.2), ('Mountain', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_9216_10240.png,"[('Commercial', 0.4), ('Industrial', 0.2), ('Mountain', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_5120_6144.png,"[('Forest', 0.6), ('Mountain', 0.35), ('River', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_28672_29696.png,"[('Beach', 0.5), ('Desert', 0.25), ('Forest', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_19456_20480.png,"[('Commercial', 0.55), ('Airport', 0.15), ('Park', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_22528_23552.png,"[('Commercial', 0.35), ('Industrial', 0.2), ('Port', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_13312_14336.png,"[('Commercial', 0.3), ('Forest', 0.15), ('Mountain', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_13312_14336.png,"[('Commercial', 0.3), ('Park', 0.2), ('Forest', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_31744_32768.png,"[('River', 0.35), ('Farmland', 0.25), ('Pond', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_24576_25600.png,"[('Industrial', 0.3), ('River', 0.25), ('Commercial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_18432_19456.png,"[('railwayStation', 0.5), ('Commercial', 0.3), ('Industrial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_18432_19456.png,"[('Port', 0.4), ('Bridge', 0.25), ('Park', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_10240_11264.png,"[('Beach', 0.65), ('Forest', 0.3), ('Meadow', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_21504_22528.png,"[('Pond', 0.3), ('Beach', 0.2), ('Forest', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_17408_18432.png,"[('Port', 0.25), ('Bridge', 0.2), ('Commercial', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_27648_28672.png,"[('Commercial', 0.3), ('Park', 0.3), ('railwayStation', 0.3)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_29696_30720.png,"[('Beach', 0.45), ('Desert', 0.25), ('Meadow', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_2048_3072.png,"[('Forest', 0.65), ('Mountain', 0.3), ('Meadow', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_8192_9216.png,"[('Forest', 0.75), ('Beach', 0.15), ('Meadow', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_21504_22528.png,"[('Commercial', 0.4), ('Park', 0.15), ('Bridge', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_5120_6144.png,"[('Forest', 0.85), ('River', 0.15), ('Airport', 0.0)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_22528_23552.png,"[('Industrial', 0.3), ('railwayStation', 0.25), ('Commercial', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_30720_31744.png,"[('Industrial', 0.85), ('Commercial', 0.1), ('railwayStation', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_4096_5120.png,"[('Commercial', 0.75), ('Industrial', 0.2), ('Park', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_6144_7168.png,"[('Mountain', 0.25), ('Desert', 0.2), ('Commercial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_13312_14336.png,"[('Park', 0.45), ('Commercial', 0.35), ('Mountain', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_4096_5120.png,"[('Mountain', 0.5), ('Forest', 0.35), ('River', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_28672_29696.png,"[('Park', 0.8), ('Commercial', 0.15), ('River', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_3072_4096.png,"[('Forest', 0.85), ('Mountain', 0.15), ('Airport', 0.0)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_5120_6144.png,"[('Forest', 0.9), ('Mountain', 0.1), ('Airport', 0.0)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_5120_6144.png,"[('Mountain', 0.35), ('Forest', 0.3), ('Industrial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_5120_6144.png,"[('Forest', 0.8), ('Mountain', 0.15), ('Beach', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_20480_21504.png,"[('Meadow', 0.4), ('Bridge', 0.25), ('Pond', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_5120_6144.png,"[('Forest', 1.0), ('Airport', 0.0), ('Beach', 0.0)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_15360_16384.png,"[('Beach', 0.85), ('Bridge', 0.1), ('Meadow', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_13312_14336.png,"[('Commercial', 0.45), ('Park', 0.2), ('Industrial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_13312_14336.png,"[('Commercial', 0.5), ('railwayStation', 0.25), ('Industrial', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_25600_26624.png,"[('River', 0.25), ('Mountain', 0.15), ('Pond', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_11264_12288.png,"[('Commercial', 0.75), ('Forest', 0.1), ('Mountain', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_16384_17408.png,"[('Commercial', 0.65), ('Industrial', 0.2), ('Airport', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_23552_24576.png,"[('Farmland', 0.45), ('Pond', 0.3), ('River', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_24576_25600.png,"[('Desert', 0.4), ('River', 0.2), ('Farmland', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_6144_7168.png,"[('Commercial', 0.45), ('Industrial', 0.2), ('railwayStation', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_9216_10240.png,"[('Port', 0.7), ('Bridge', 0.2), ('Desert', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_33792_34816.png,"[('Industrial', 0.7), ('Commercial', 0.2), ('Park', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_19456_20480.png,"[('Commercial', 0.35), ('railwayStation', 0.3), ('Industrial', 0.25)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_33792_34816.png,"[('Industrial', 0.95), ('Commercial', 0.05), ('Airport', 0.0)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_23552_24576.png,"[('Industrial', 0.6), ('Commercial', 0.25), ('Park', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_11264_12288.png,"[('Forest', 0.75), ('Mountain', 0.2), ('Industrial', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_16384_17408.png,"[('Commercial', 0.45), ('Park', 0.45), ('Industrial', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_11264_12288.png,"[('Commercial', 0.6), ('Forest', 0.15), ('Industrial', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_7168_8192.png,"[('Commercial', 0.35), ('Park', 0.25), ('railwayStation', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_26624_27648.png,"[('Bridge', 0.25), ('Farmland', 0.15), ('Industrial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_3072_4096.png,"[('Forest', 0.85), ('Mountain', 0.1), ('Beach', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_12288_13312_32768_33792.png,"[('Industrial', 0.75), ('Commercial', 0.25), ('Airport', 0.0)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_15360_16384.png,"[('Pond', 0.25), ('Beach', 0.15), ('Forest', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_7168_8192.png,"[('Forest', 0.8), ('River', 0.1), ('Beach', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_15360_16384.png,"[('Commercial', 0.5), ('railwayStation', 0.2), ('Industrial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_31744_32768.png,"[('Industrial', 0.3), ('Park', 0.25), ('Commercial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_21504_22528.png,"[('Commercial', 0.8), ('Industrial', 0.1), ('Forest', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_14336_15360_18432_19456.png,"[('Park', 0.55), ('Commercial', 0.3), ('Industrial', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_14336_15360.png,"[('Park', 0.55), ('Commercial', 0.2), ('Industrial', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_9216_10240.png,"[('Forest', 0.55), ('Meadow', 0.25), ('Beach', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_26624_27648.png,"[('Park', 0.85), ('Commercial', 0.15), ('Airport', 0.0)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_19456_20480.png,"[('Commercial', 0.4), ('Park', 0.2), ('River', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_4096_5120.png,"[('Forest', 0.7), ('Mountain', 0.25), ('River', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_15360_16384.png,"[('Commercial', 0.4), ('railwayStation', 0.3), ('Airport', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_18432_19456.png,"[('Park', 0.3), ('Commercial', 0.2), ('Port', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_15360_16384.png,"[('Park', 0.6), ('Commercial', 0.25), ('Forest', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_16384_17408.png,"[('Commercial', 0.8), ('Park', 0.15), ('Airport', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_12288_13312.png,"[('Commercial', 0.45), ('railwayStation', 0.3), ('Industrial', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_30720_31744.png,"[('Pond', 0.5), ('River', 0.2), ('Forest', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_23552_24576.png,"[('Commercial', 0.35), ('Park', 0.3), ('Industrial', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_32768_33792.png,"[('Beach', 0.4), ('Desert', 0.35), ('Meadow', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_18432_19456_31744_32768.png,"[('Industrial', 0.25), ('Bridge', 0.2), ('River', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_15360_16384_30720_31744.png,"[('Beach', 0.3), ('Desert', 0.3), ('Meadow', 0.25)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_25600_26624.png,"[('Industrial', 0.4), ('River', 0.25), ('Park', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_10240_11264.png,"[('Beach', 0.6), ('Forest', 0.3), ('Commercial', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_11264_12288.png,"[('Forest', 0.35), ('Mountain', 0.25), ('Commercial', 0.2)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_16384_17408_11264_12288.png,"[('Commercial', 0.35), ('Park', 0.2), ('Forest', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_13312_14336_13312_14336.png,"[('River', 0.5), ('Bridge', 0.15), ('Commercial', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_21504_22528_14336_15360.png,"[('Beach', 0.7), ('Forest', 0.25), ('Pond', 0.05)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_19456_20480_9216_10240.png,"[('Port', 0.45), ('Forest', 0.15), ('Mountain', 0.15)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_20480_21504_4096_5120.png,"[('Forest', 0.7), ('Mountain', 0.2), ('Beach', 0.1)]"
GF2_PMS2_E120.2_N30.3_20211125_L1A0006079461-pansharpen_17408_18432_27648_28672.png,"[('Commercial', 0.3), ('Industrial', 0.3), ('Park', 0.15)]"
